IP_LOC,Method_LOC,Var_Init,Def_C,Def_V,Def_Null,Def_Lib,Def_User,Def_If,Def_For,Def_While,Use_V,Use_Lib,Use_User,Use_If,Use_For,Use_While,If_Con,For_Con,While_Con,Defect
1,105,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TRUE
27,256,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,TRUE
28,256,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,TRUE
29,256,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,TRUE
32,256,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,1,TRUE
41,256,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,TRUE
46,256,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,TRUE
48,256,0,0,1,1,0,0,0,0,0,1,1,2,1,0,0,1,0,0,TRUE
55,256,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,TRUE
68,256,0,0,1,1,0,0,0,0,0,1,2,2,2,0,0,2,0,0,TRUE
72,256,0,0,2,1,0,0,0,0,0,2,2,2,2,0,0,2,0,0,TRUE
74,256,0,0,2,1,0,0,0,0,0,2,3,2,3,0,0,3,0,0,TRUE
78,256,0,0,3,1,0,0,0,0,0,3,3,2,3,0,0,3,0,0,TRUE
80,256,0,0,3,1,0,0,0,0,0,3,4,2,4,0,0,4,0,0,TRUE
84,256,0,0,4,1,0,0,0,0,0,4,4,2,4,0,0,4,0,0,TRUE
92,256,0,0,4,1,0,0,0,0,0,4,4,3,4,0,0,4,0,0,TRUE
104,256,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,2,0,0,TRUE
1,256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
105,256,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0,2,0,0,TRUE
112,256,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,2,0,0,TRUE
128,256,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,2,0,0,TRUE
36,73,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,TRUE
37,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
40,73,0,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,TRUE
1,73,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
1,70,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
31,144,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
31,144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TRUE
1,144,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE
11,104,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,TRUE
31,54,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE
7,51,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,FALSE
34,49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TRUE
35,49,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,TRUE
