total_loc,unique_operands,unique_operators,total_operands,total_operators,halstead_length,halstead_volume,halstead_level,halstead_difficulty,halstead_effort,halstead_time,branch_count,decision_count,call_pairs,condition_count,cyclomatic_complexity,cyclomatic_density,decision_density,formal_parameters,Defect
205,65,26,287,413,700,3157,0.02,50,157850,8769.44,56,28,24,22,27,0.17,1.27,9,TRUE
205,65,26,287,413,700,3157,0.02,50,157850,8769.44,56,28,24,22,27,0.17,1.27,9,TRUE
205,65,26,287,413,700,3157,0.02,50,157850,8769.44,56,28,24,22,27,0.17,1.27,9,TRUE
205,65,26,287,413,700,3157,0.02,50,157850,8769.44,56,28,24,22,27,0.17,1.27,9,TRUE
205,65,26,287,413,700,3157,0.02,50,157850,8769.44,56,28,24,22,27,0.17,1.27,9,TRUE
413,145,33,638,874,1512,7834,0.01,100,783400,43522.22,170,85,86,83,75,0.2,1.02,8,TRUE
413,145,33,638,874,1512,7834,0.01,100,783400,43522.22,170,85,86,83,75,0.2,1.02,8,TRUE
305,88,28,424,615,1039,4938,0.01,100,493800,27433.33,90,45,44,41,41,0.15,1.1,8,TRUE
305,88,28,424,615,1039,4938,0.01,100,493800,27433.33,90,45,44,41,41,0.15,1.1,8,TRUE
305,88,28,424,615,1039,4938,0.01,100,493800,27433.33,90,45,44,41,41,0.15,1.1,8,TRUE
305,88,28,424,615,1039,4938,0.01,100,493800,27433.33,90,45,44,41,41,0.15,1.1,8,TRUE
305,88,28,424,615,1039,4938,0.01,100,493800,27433.33,90,45,44,41,41,0.15,1.1,8,TRUE
305,88,28,424,615,1039,4938,0.01,100,493800,27433.33,90,45,44,41,41,0.15,1.1,8,TRUE
305,88,28,424,615,1039,4938,0.01,100,493800,27433.33,90,45,44,41,41,0.15,1.1,8,TRUE
70,40,17,119,143,262,1059,0.04,25,26475,1470.83,38,19,9,19,14,0.25,1,5,TRUE
70,40,17,119,143,262,1059,0.04,25,26475,1470.83,38,19,9,19,14,0.25,1,5,TRUE
99,41,17,130,177,307,1246,0.04,25,31150,1730.56,42,21,12,20,17,0.2,1.05,7,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
61,41,16,117,148,265,1071,0.04,25,26775,1487.5,20,10,12,10,7,0.14,1,6,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,FALSE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,FALSE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,FALSE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,FALSE
35,18,17,59,82,141,501,0.04,25,12525,695.83,14,7,5,6,6,0.21,1.17,2,TRUE
64,38,24,134,185,319,1316,0.02,50,65800,3655.56,30,15,9,14,12,0.22,1.07,3,TRUE
64,38,24,134,185,319,1316,0.02,50,65800,3655.56,30,15,9,14,12,0.22,1.07,3,TRUE
64,38,24,134,185,319,1316,0.02,50,65800,3655.56,30,15,9,14,12,0.22,1.07,3,TRUE
64,38,24,134,185,319,1316,0.02,50,65800,3655.56,30,15,9,14,12,0.22,1.07,3,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,TRUE
1110,290,38,1956,2485,4441,25726,0.01,100,2572600,142922.22,376,188,196,159,164,0.19,1.18,2,FALSE
37,22,9,36,55,91,312,0.14,7.14,2228.57,123.81,10,5,8,5,6,0.19,1,0,TRUE
193,85,18,268,345,613,2841,0.04,25,71025,3945.83,90,45,63,45,38,0.22,1,3,TRUE
193,85,18,268,345,613,2841,0.04,25,71025,3945.83,90,45,63,45,38,0.22,1,3,TRUE
193,85,18,268,345,613,2841,0.04,25,71025,3945.83,90,45,63,45,38,0.22,1,3,FALSE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,FALSE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,FALSE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,FALSE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,FALSE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,TRUE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,TRUE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,TRUE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,TRUE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,TRUE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,TRUE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,FALSE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,FALSE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,TRUE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,TRUE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,TRUE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,TRUE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
190,64,26,213,322,535,2407,0.02,50,120350,6686.11,70,35,27,30,29,0.18,1.17,3,TRUE
193,85,18,268,345,613,2841,0.04,25,71025,3945.83,90,45,63,45,38,0.22,1,3,FALSE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,FALSE
213,80,22,265,370,635,2936,0.03,33.33,97866.67,5437.04,70,35,74,34,31,0.17,1.03,5,FALSE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,FALSE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,FALSE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,FALSE
228,89,27,318,436,754,3584,0.02,50,179200,9955.56,78,39,74,36,34,0.18,1.08,5,TRUE
51,27,21,81,115,196,758,0.03,33.33,25266.67,1403.7,20,10,10,8,10,0.23,1.25,1,TRUE
46,22,16,68,108,176,640,0.04,25,16000,888.89,14,7,3,6,8,0.21,1.17,3,TRUE
46,22,16,68,108,176,640,0.04,25,16000,888.89,14,7,3,6,8,0.21,1.17,3,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,FALSE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,FALSE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
367,66,25,403,549,952,4294,0.01,100,429400,23855.56,128,64,22,61,48,0.18,1.05,6,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
372,118,30,450,615,1065,5322,0.02,50,266100,14783.33,116,58,64,49,49,0.16,1.18,13,TRUE
42,35,17,61,69,130,513,0.07,14.29,7328.57,407.14,6,3,7,2,4,0.13,1.5,1,TRUE
42,35,17,61,69,130,513,0.07,14.29,7328.57,407.14,6,3,7,2,4,0.13,1.5,1,TRUE
42,35,17,61,69,130,513,0.07,14.29,7328.57,407.14,6,3,7,2,4,0.13,1.5,1,TRUE
42,35,17,61,69,130,513,0.07,14.29,7328.57,407.14,6,3,7,2,4,0.13,1.5,1,TRUE
386,103,30,547,704,1251,6117,0.01,100,611700,33983.33,122,61,50,54,56,0.18,1.13,4,TRUE
386,103,30,547,704,1251,6117,0.01,100,611700,33983.33,122,61,50,54,56,0.18,1.13,4,TRUE
386,103,30,547,704,1251,6117,0.01,100,611700,33983.33,122,61,50,54,56,0.18,1.13,4,TRUE
386,103,30,547,704,1251,6117,0.01,100,611700,33983.33,122,61,50,54,56,0.18,1.13,4,TRUE
215,100,31,328,383,711,3466,0.01,50,173300,9627.78,56,28,38,27,20,0.11,1.04,7,TRUE
215,100,31,328,383,711,3466,0.01,50,173300,9627.78,56,28,38,27,20,0.11,1.04,7,TRUE
215,100,31,328,383,711,3466,0.01,50,173300,9627.78,56,28,38,27,20,0.11,1.04,7,TRUE
215,100,31,328,383,711,3466,0.01,50,173300,9627.78,56,28,38,27,20,0.11,1.04,7,TRUE
42,35,17,61,69,130,513,0.07,14.29,7328.57,407.14,6,3,7,2,4,0.13,1.5,1,TRUE
215,100,31,328,383,711,3466,0.01,50,173300,9627.78,56,28,38,27,20,0.11,1.04,7,TRUE
141,50,30,169,228,397,1739,0.02,50,86950,4830.56,40,20,6,18,15,0.13,1.11,4,TRUE
141,50,30,169,228,397,1739,0.02,50,86950,4830.56,40,20,6,18,15,0.13,1.11,4,TRUE
141,50,30,169,228,397,1739,0.02,50,86950,4830.56,40,20,6,18,15,0.13,1.11,4,TRUE
141,50,30,169,228,397,1739,0.02,50,86950,4830.56,40,20,6,18,15,0.13,1.11,4,TRUE
227,77,24,292,423,715,3299,0.02,50,164950,9163.89,92,46,31,45,39,0.2,1.02,1,TRUE
227,77,24,292,423,715,3299,0.02,50,164950,9163.89,92,46,31,45,39,0.2,1.02,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,FALSE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
55,32,20,94,126,220,869,0.03,33.33,28966.67,1609.26,30,15,11,14,8,0.17,1.07,1,TRUE
131,57,26,148,213,361,1595,0.03,33.33,53166.67,2953.7,48,24,17,23,23,0.26,1.04,2,TRUE
131,57,26,148,213,361,1595,0.03,33.33,53166.67,2953.7,48,24,17,23,23,0.26,1.04,2,TRUE
131,57,26,148,213,361,1595,0.03,33.33,53166.67,2953.7,48,24,17,23,23,0.26,1.04,2,TRUE
131,57,26,148,213,361,1595,0.03,33.33,53166.67,2953.7,48,24,17,23,23,0.26,1.04,2,TRUE
131,57,26,148,213,361,1595,0.03,33.33,53166.67,2953.7,48,24,17,23,23,0.26,1.04,2,TRUE
131,57,26,148,213,361,1595,0.03,33.33,53166.67,2953.7,48,24,17,23,23,0.26,1.04,2,TRUE
78,41,23,94,135,229,952,0.04,25,23800,1322.22,36,18,11,17,17,0.25,1.06,2,TRUE
78,41,23,94,135,229,952,0.04,25,23800,1322.22,36,18,11,17,17,0.25,1.06,2,TRUE
78,41,23,94,135,229,952,0.04,25,23800,1322.22,36,18,11,17,17,0.25,1.06,2,TRUE
78,41,23,94,135,229,952,0.04,25,23800,1322.22,36,18,11,17,17,0.25,1.06,2,TRUE
325,142,28,627,772,1399,7184,0.02,50,359200,19955.56,88,44,80,42,38,0.14,1.05,4,TRUE
177,83,22,266,328,594,2764,0.03,33.33,92133.33,5118.52,54,27,28,26,19,0.15,1.04,2,TRUE
177,83,22,266,328,594,2764,0.03,33.33,92133.33,5118.52,54,27,28,26,19,0.15,1.04,2,TRUE
177,83,22,266,328,594,2764,0.03,33.33,92133.33,5118.52,54,27,28,26,19,0.15,1.04,2,TRUE
177,83,22,266,328,594,2764,0.03,33.33,92133.33,5118.52,54,27,28,26,19,0.15,1.04,2,TRUE
90,63,16,247,303,550,2403,0.03,33.33,80100,4450,16,8,30,8,8,0.11,1,2,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
70,27,14,99,142,241,894,0.04,25,22350,1241.67,16,8,11,8,9,0.15,1,7,TRUE
48,26,20,71,89,160,612,0.04,25,15300,850,14,7,4,6,7,0.18,1.17,2,FALSE
48,26,20,71,89,160,612,0.04,25,15300,850,14,7,4,6,7,0.18,1.17,2,FALSE
48,26,20,71,89,160,612,0.04,25,15300,850,14,7,4,6,7,0.18,1.17,2,FALSE
48,26,20,71,89,160,612,0.04,25,15300,850,14,7,4,6,7,0.18,1.17,2,FALSE
50,27,13,102,123,225,829,0.04,25,20725,1151.39,6,3,13,3,4,0.1,1,1,TRUE
50,27,13,102,123,225,829,0.04,25,20725,1151.39,6,3,13,3,4,0.1,1,1,TRUE
288,92,26,355,495,850,4055,0.02,50,202750,11263.89,82,41,33,37,37,0.15,1.11,1,TRUE
288,92,26,355,495,850,4055,0.02,50,202750,11263.89,82,41,33,37,37,0.15,1.11,1,TRUE
288,92,26,355,495,850,4055,0.02,50,202750,11263.89,82,41,33,37,37,0.15,1.11,1,TRUE
288,92,26,355,495,850,4055,0.02,50,202750,11263.89,82,41,33,37,37,0.15,1.11,1,TRUE
276,88,27,456,573,1029,4882,0.01,100,488200,27122.22,100,50,33,48,38,0.16,1.04,10,TRUE
33,16,13,35,55,90,303,0.07,14.29,4328.57,240.48,6,3,2,2,3,0.11,1.5,2,FALSE
33,16,13,35,55,90,303,0.07,14.29,4328.57,240.48,6,3,2,2,3,0.11,1.5,2,FALSE
51,24,16,103,126,229,844,0.03,33.33,28133.33,1562.96,24,12,4,10,11,0.22,1.2,1,FALSE
51,24,16,103,126,229,844,0.03,33.33,28133.33,1562.96,24,12,4,10,11,0.22,1.2,1,FALSE
51,24,16,103,126,229,844,0.03,33.33,28133.33,1562.96,24,12,4,10,11,0.22,1.2,1,FALSE
51,24,16,103,126,229,844,0.03,33.33,28133.33,1562.96,24,12,4,10,11,0.22,1.2,1,FALSE
